index,tweet,sentimen
7617,"['willy', 'mengatur', 'victim', 'trust', 'dana', 'bantuan', 'korban', 'kompensasi', 'negara', 'korban', 'kekerasan', 'seksual', 'pelaku', 'kekerasan', 'seksual', 'membayar', 'restitusi']",Positif
7618,"['kebahagiaan', 'kaum', 'sahkan', 'penantian']",Positif
7619,"['disahkan', 'semoga', 'perlindungan', 'korban', 'kekerasan', 'pemberat', 'hukuman', 'predator', 'terimakasih', 'presiden', 'bu', 'menteri']",Positif
7620,"['trimakasih', 'terlibat', 'politik', 'memperjuangkan', 'sah']",Positif
7621,"['resmi', 'undang', 'undang', 'disahkan']",Positif
7622,"['ramadhan', 'penuh', 'berkah', 'disahkan']",Positif
7623,"['disahkan', 'gengs']",Positif
7624,"['willy', 'menilai', 'undang', 'undang', 'berpihak', 'berperspektif', 'korban']",Netral
7625,"['kebahagiaan', 'luarbiasa', 'diresmikan']",Positif
7626,"['masyarakat', 'indonesia', 'senang', 'putusan', 'jokowi', 'resmikan']",Positif
7627,"['butuh', 'perjuangan', 'disahkan']",Positif
7628,"['menilai', 'undang', 'undang', 'berpihak', 'berperspektif', 'korban']",Netral
7629,"['kaum', 'perempuan', 'bersyukur', 'banget', 'tenang', 'tameng']",Positif
7630,"['bangga', 'pemerintah', 'melindungi', 'perempuan', 'disahkan']",Positif
7631,"['saaaaaaaaah', 'terima', 'kasih', 'semuaaaaa', 'temanteman', 'berjuang', 'lelah', 'korban', 'kekerasan', 'seksual', 'melindungi']",Positif
7632,"['adalahundangundang', 'berpihak', 'berperspektif', 'korban']",Netral
7633,"['kementrian', 'terkait', 'proses', 'pelaksanaan', 'lapangan', 'selamat', 'kaum', 'perempuan', 'berjuang', 'sahkan']",Positif
7634,"['mengatur', 'victim', 'trust', 'dana', 'bantuan', 'korban', 'kompensasi', 'negara', 'korban', 'kekerasan', 'seksual', 'pelaku', 'kekerasan', 'seksual', 'membayar', 'restitusi']",Positif
7635,"['menjelang', 'peringatan', 'kartini', 'disahkan']",Positif
7636,"['perjuangan', 'sah']",Positif
7637,"['terharu', 'banget', 'beritanya', 'semoga', 'resmikannya', 'menjaga', 'kaum', 'hawa', 'tindakan', 'kekerasan', 'seksual']",Negatif
7638,"['disahkan', 'waspada', 'predator']",Positif
7639,"['wahbuu', 'disahkan']",Positif
7640,"['senang', 'pas', 'disahkan']",Positif
7641,"['april', 'kemarin', 'disahkan']",Positif
7642,"['mengatur', 'victim', 'trust', 'dana', 'bantuan', 'korban']",Positif
7643,"['menteri', 'ppa', 'berharap', 'diimplementasikan', 'kementerian', 'ppa', 'susun', 'peraturan', 'pelaksana', 'terima', 'kasih', 'menteri']",Positif
7644,"['disahkan', 'waspada', 'kejahatan']",Positif
7645,"['perlindungan', 'payung', 'hukum', 'kuat', 'diharapkan', 'kekerasan', 'menurun', 'korban', 'keadilan', 'penuh']",Negatif
7646,"['menteri', 'pemberdayaan', 'perempuan', 'perlindungan', 'anak', 'ppabintang', 'puspayogamengatakan', 'kementeriannya', 'melaksanakan', 'sebaikbaiknya']",Negatif
7647,"['terharu', 'penantian', 'perempuan', 'berlindung']",Netral
7648,"['semoga', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual', 'perlindungan', 'perempuan', 'anak', 'semangat', 'perempuan', 'indonesia']",Netral
7649,"['janji', 'menteri', 'ppa', 'bintang', 'puspayoga', 'disahkan']",Positif
7650,"['indonesia', 'maju', 'perlindungan', 'perempuan', 'terbukti', 'disahkan']",Positif
7651,"['berhatihati', 'biar', 'terhindar', 'predator', 'tindak', 'asusila', 'disahkan']",Negatif
7652,"['kementerian', 'pemberdayaan', 'perempuan', 'perlindungan', 'anak', 'bintang', 'sosialisasi', 'berkoordinasi', 'kementerian', 'lembaga', 'pemerintah', 'daerah', 'provinsi', 'kabupaten', 'kota']",Negatif
7653,"['perempuan', 'aktivis', 'kelompok', 'masyarakat', 'sipil', 'mengawal', 'menangis', 'berpelukan', 'setuju', 'disahkan']",Negatif
7654,"['puasa', 'penuh', 'berkah', 'disahkan']",Positif
7655,"['ayat', 'pasal', 'tindak', 'pidana', 'kekerasan', 'seksual', 'meliputi', 'pelecehan', 'seksual', 'nonfisik', 'pelecehan', 'seksual', 'fisikdll']",Negatif
7656,"['disahkan', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga']",Positif
7657,"['tercantum', 'ayat', 'pasal', 'tindak', 'pidana', 'kekerasan', 'seksual', 'pemaksaan', 'kontrasepsi', 'pemaksaan', 'sterilisasi']",Negatif
7658,"['disahkannya', 'bukti', 'pemerintah', 'hadir', 'melindungi', 'kaum', 'perempuan', 'disabilitas']",Negatif
7659,['resmikan'],Netral
7660,"['perjalanan', 'banget', 'disahkan', 'sah']",Positif
7661,"['kabar', 'terbaru', 'teman-teman', 'disahkan', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga']",Positif
7662,"['payung', 'hukum', 'kuat', 'harapannya', 'kekerasan', 'menurun', 'korban', 'sepenuhnya', 'keadilan']",Negatif
7663,"['yeeaayyy', 'siihh', 'informasi', 'menggembirakan', 'resmi', 'niihh']",Positif
7664,"['sah', 'selamat', 'perempuan', 'indonesia', 'waspada']",Positif
7665,"['pengesahan', 'hadiah', 'perempuan', 'indonesia']",Positif
7666,"['alhamdulilah', 'disahkan', 'jugaaa']",Positif
7667,"['semoga', 'disahnya', 'terjamin', 'pelindungan', 'perempuan', 'indonesia']",Positif
7668,"['sahkan', 'publik', 'menangis', 'bareng', 'hadiah', 'terbaik', 'bangsa']",Positif
7669,"['aturan', 'turunannya', 'rampung', 'bintang', 'fokus', 'mensosialisasikan', 'isi', 'masyarakat']",Positif
7670,"['perjalanan', 'berhasil', 'disahkan', 'sungguh', 'hadiah', 'indah', 'kaum', 'wanita', 'kaum', 'disabilitas']",Positif
7671,"['tangisan', 'bahagia', 'resmii', 'disahkan', 'hadiah', 'terbaik', 'bangsa']",Positif
7672,"['pasal', 'pasal', 'korban', 'menyaksikan', 'melaporkan', 'kepolisian', 'uptd', 'ppad', 'lembaga', 'penyedia', 'layanan', 'korban', 'kejadian', 'perkara']",Negatif
7673,"['semoga', 'disahkannya', 'membantu', 'korban', 'keadilan']",Positif
7674,"['hadiah', 'indah', 'penuh', 'berkah', 'kebahagiaan', 'tua', 'sah']",Positif
7675,['disahkan'],Positif
7676,['disah'],Netral
7677,"['disahkan', 'hadiah', 'terbaik', 'bangsa']",Positif
7678,"['seneng', 'banget', 'baca', 'berita', 'sah']",Positif
7679,"['diperjuangkan', 'jokowi', 'resmikan']",Netral
7680,"['menyuarakan', 'disahkannya']",Positif
7681,"['disahkannya', 'semoga', 'perempuan', 'perempuan', 'terlindungi', 'tenang', 'beraktivitas']",Positif
7682,"['sah', 'sah', 'sah', 'im', 'bahagia']",Positif
7683,"['diresmikannya', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga']",Netral
7684,"['hadiah', 'berharga', 'perempuan', 'indonesia']",Positif
7685,['sah'],Netral
7686,"['sekian', 'publik', 'menangis', 'bareng', 'sahkan']",Negatif
7687,"['wujudkan', 'lingkungan', 'bebas', 'kekerasan', 'kekerasan', 'terulang', 'disahkannya', 'bukti', 'pemerintah', 'hadir', 'lindungi', 'hak', 'asasi', 'manusia']",Positif
7688,"['pengesahan', 'hadiah', 'perempuan', 'indonesia']",Positif
7689,"['pasal', 'ayat', 'sembilan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'berdasarkan', 'pelecehan', 'seksual', 'nonfisik', 'pelecehan', 'seksual', 'fisik', 'pemaksaan', 'kotrasepsi', 'pemaksaan', 'sterilisasi']",Negatif
7690,"['bahagia', 'banget', 'pas', 'disahkan']",Positif
7691,"['disahkan', 'semoga', 'payung', 'perlindungan', 'korban', 'kekerasan']",Positif
7692,"['proses', 'disahkan']",Positif
7693,"['kebebasan', 'kekerasan', 'seksual', 'terjamin', 'disahkannya']",Positif
7694,"['perempuan', 'aktivis', 'kelompok', 'masyarakat', 'sipil', 'mengawal', 'menangis', 'berpelukan', 'setuju', 'disahkan', 'terharu', 'banget']",Negatif
7695,"['pengesahan', 'hadiah', 'perempuan', 'indonesia', 'kemenangan', 'hadiah', 'terindah', 'ramadan']",Positif
7696,"['ayat', 'pasal', 'tindak', 'pidana', 'kekerasan', 'seksual', 'meliputi', 'pelecehan', 'seksual', 'nonfisik', 'pelecehan', 'seksual', 'fisik', 'pemaksaan', 'kontrasepsi', 'pemaksaan', 'sterilisasi', 'pemaksaan', 'perkawinan']",Negatif
7697,"['menteri', 'pppa', 'bintang', 'puspayoga', 'kementeriannya', 'melaksanakan', 'sebaikbaiknya']",Negatif
7698,"['panitia', 'willy', 'aditya', 'mengatur', 'victim', 'trustnya', 'dana', 'bantuan', 'korban']",Positif
7699,"['sungguh', 'perjuangan', 'membuahkanhasil', 'disahkan']",Positif
7700,"['disahkannya', 'hadiah', 'terbaik', 'bangsa']",Positif
7701,"['menilai', 'undang', 'undang', 'berpihak', 'berperspektif', 'korban']",Netral
7702,"['ungkapan', 'kebahagiaan', 'publik', 'pengesahan', 'meramaikan', 'lini']",Positif
7703,"['anak', 'anak', 'bangsa']",Negatif
7704,"['resmi', 'disahkan', 'niihh']",Positif
7705,"['emang', 'disahkannya', 'hadiah', 'terbesar', 'banget', 'bangsa', 'kaum', 'perempuan']",Positif
7706,"['berbahagia', 'pengesahan']",Positif
7707,"['selamat', 'selamat', 'disahkan', 'mari', 'menangus']",Positif
7708,"['resmi', 'tementemen', 'sah', 'jokowi', 'resmikan', 'terimakasih']",Positif
7709,"['terimakasih', 'jokowi', 'diresmikan', 'teman-teman']",Positif
7710,"['disahkan', 'sekian']",Positif
7711,"['disahkan', 'setalah']",Positif
7712,"['perempuan', 'aktivis', 'kelompok', 'masyarakat', 'sipil', 'mengawal', 'menangis', 'berpelukan', 'setuju', 'disahkan']",Negatif
7713,"['sah', 'jokowi', 'resmikan', 'terimakasih']",Positif
7714,"['sekian', 'disahkan']",Positif
7715,"['undang', 'undang', 'berpihak', 'berperspektif', 'korban']",Positif
7716,"['kemenangan', 'kaum', 'perempuan', 'disah']",Netral
7717,"['harapannya', 'disahkannya', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7718,"['menjaga', 'anak', 'anak', 'namanya', 'predator']",Negatif
7719,"['pon', 'fuys', 'melindungi', 'korban', 'revenge', 'porn']",Netral
7720,"['pasal', 'ayat', 'melawan', 'hukum', 'memaksa', 'menempatkan', 'kekuasaannya']",Negatif
7721,"['widih', 'widihh', 'seneng', 'banget', 'beneran', 'hadiah', 'terbaik', 'disahkan']",Positif
7722,"['rapat', 'paripurna', 'tindak', 'pidana', 'kekerasan', 'seksul', 'sah']",Negatif
7723,"['persetujuan', 'dewan', 'perwakilan', 'rakyat', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disambut', 'tepuk', 'tangan', 'anggota']",Negatif
7724,"['publik', 'berbahagia', 'pengesahan']",Positif
7725,"['disahkan', 'lega', 'hak', 'wanita', 'perjuangkan']",Positif
7726,"['jokowi', 'sahkan', 'terimakasih']",Positif
7727,"['perjuangan', 'sia', 'sia', 'resmi', 'disahkan']",Negatif
7728,"['ohh', 'kekerasan', 'seksual', 'hukumannya', 'sah']",Netral
7729,"['presiden', 'jokowi', 'resmikan']",Positif
7730,"['merdekakan', 'wanita', 'kekerasan', 'seksual']",Netral
7731,"['terima', 'kasih', 'aktivis', 'keras', 'memperjuangkan']",Positif
7732,"['penantian', 'pejuang', 'sia', 'sia']",Negatif
7733,"['baca', 'poin']",Positif
7734,"['kabar', 'menggembirakan', 'disahkan']",Positif
7735,"['semoga', 'disahkannya', 'terlindungi', 'predator', 'perusak', 'bangsa']",Positif
7736,"['ayat', 'pasal', 'tindak', 'pidana', 'kekerasan', 'seksual', 'meliputi', 'pelecehan', 'seksual', 'nonfisik', 'pelecehan', 'seksual', 'fisik']",Negatif
7737,"['pasal', 'ayat', 'mengatakn', 'tindak', 'pidana', 'kekerasan', 'seksual', 'berdasarkan', 'pelecehan', 'seksual', 'nonfisik', 'pelecehan', 'seksual', 'fisik', 'pemaksaan', 'kotrasepsi', 'pemaksaan', 'sterilisasi']",Negatif
7738,"['momen', 'disahkan', 'patut', 'dirayakan', 'semoga', 'tindak', 'kekerasan', 'perempuan']",Netral
7739,"['panitia', 'willy', 'aditya', 'mengatur', 'victim', 'trust', 'dana', 'bantuan', 'korban']",Positif
7740,"['anak', 'anak', 'sudsh', 'terlindungi']",Negatif
7741,"['alkmdulilah', 'disahkan', 'janji', 'menteri', 'ppa', 'bintang', 'puspayoga']",Positif
7742,"['sujud', 'syukur', 'banget', 'jokowi', 'resmikan', 'terimakasih']",Positif
7743,"['bersyukur', 'banget', 'disahkannya', 'perempuan', 'dinanti', 'banget']",Positif
7744,"['senengnyaaa', 'menangis', 'banget', 'perempuan', 'indo', 'disahkan']",Negatif
7745,"['janji', 'menteri', 'ppa', 'bintang', 'puspayoga', 'disahkan']",Positif
7746,"['terharu', 'berjuang', 'melawan', 'predator', 'kaum', 'perempuan', 'tenang', 'resmi', 'disahkan']",Positif
7747,"['kedepannya', 'solusi']",Positif
7748,"['perlindungan', 'payung', 'hukum', 'korban', 'kekerasan', 'disahkan']",Positif
7749,"['pasal', 'pasal', 'korban', 'menyaksikan', 'melaporkan', 'kepolisian', 'uptd', 'ppad', 'lembaga', 'penyedia', 'layanan', 'korban', 'kejadian', 'perkara']",Negatif
7750,"['menilai', 'undang', 'undang', 'berpihak', 'berperspektif', 'korban']",Netral
7751,"['informasi', 'pasal', 'penyidik', 'penuntut', 'hakim', 'menangani', 'mengikuti', 'pelatihan', 'penanganan', 'perkara']",Negatif
7752,"['forum', 'setuju', 'palu', 'diketuk', 'resmi', 'disahkan', 'tercatat', 'fraksi', 'kecuali', 'pks', 'menyetujui', 'pengesahan', 'diperjuangkan', 'disahkan']",Positif
7753,"['hadia', 'kemajuan', 'bangsa', 'best', 'nihh', 'biasaa', 'donh']",Negatif
7754,"['yeaaayyy', 'kabar', 'sah']",Negatif
7755,"['disahkan', 'point', 'undang', 'undah']",Positif
7756,"['kemerdekaan', 'kaum', 'perempuan', 'kekerasan', 'seksual', 'hasil', 'terukir', 'sejarah']",Positif
7757,"['negara', 'hadir', 'korban', 'kejahatan', 'seksual']",Negatif
7758,"['akhrnyaa', 'disah', 'rru']",Netral
7759,"['kilas', 'perjalanan', 'sah']",Netral
7760,"['sah', 'semoga', 'perempuan', 'terlindungi']",Netral
7761,"['sia', 'sia', 'perjuangan', 'disahkan']",Negatif
7762,"['pengesahan', 'hadiah', 'perempuan', 'indonesia', 'semangat']",Positif
7763,"['sia', 'sia', 'pejuang', 'disah']",Negatif
7764,"['kado', 'terbaik', 'bangsa', 'resmi', 'disahkan']",Positif
7765,"['seneng', 'banget', 'sahkan']",Positif
7766,"['presiden', 'resmikan', 'senang']",Positif
7767,"['sah', 'perempuan', 'seneng', 'kabar']",Positif
7768,"['harapan', 'masyarakat', 'indonesia', 'perempuan', 'terwujud', 'resmi', 'disahkan']",Positif
7769,"['forum', 'setuju', 'palu', 'diketuk', 'resmi', 'disahkan']",Positif
7770,"['seneng', 'banget', 'disahkan', 'terima', 'kasih']",Positif
7771,"['poin', 'payung', 'hukum', 'korban', 'kekerasan']",Positif
7772,"['hadiah', 'bangsa', 'hadiah', 'terindah', 'perempuan']",Positif
7773,"['disambut', 'tepuk', 'tangan', 'meriah', 'forum', 'sidang', 'paripurna', 'publik', 'berbahagia', 'pengesahan', 'trend', 'topic', 'bergema', 'twitter']",Positif
7774,"['maksih', 'bintang', 'prayoga', 'kerasnya', 'sahnya']",Netral
7775,"['dewan', 'perwakilan', 'rakyat', 'resmi', 'mengesahkan', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'sahkanya', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7776,"['sahkan', 'tetep', 'hati', 'predator', 'diluar']",Netral
7777,"['predator', 'perusak', 'moral', 'mental', 'kapok', 'disah', 'berulah']",Negatif
7778,"['seneng', 'disahkan', 'lupa', 'baca', 'poin']",Positif
7779,"['harapannya', 'disahkannya', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7780,"['widihhhh', 'sah', 'jadikan', 'terimakasih', 'jokowi']",Positif
7781,"['disahkannya', 'perjuangan']",Positif
7782,"['resmi', 'teman-teman', 'undang', 'undang', 'berpihak', 'berperspektif', 'korban']",Positif
7783,"['harapannya', 'disahkannya', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7784,"['sesenang', 'resmikan']",Netral
7785,"['kekerasan', 'seksual', 'macamnya', 'kekerasan', 'seksual']",Netral
7786,"['disahkannya', 'hadiah', 'terbaik', 'perempuan', 'indonesia']",Positif
7787,['sahkan'],Netral
7788,"['disahkan', 'mantap']",Positif
7789,"['semoga', 'sahkan', 'tameng', 'kaum', 'perempuan']",Netral
7790,"['sah', 'jokowi', 'resmikan']",Netral
7791,"['presiden', 'jokowi', 'resmikan', 'terima', 'kasih']",Positif
7792,"['sahkan', 'janji', 'menteri']",Netral
7793,"['disahkan', 'presiden', 'terbersit', 'harapan', 'semoga', 'kedepannya', 'korban', 'dirugikan', 'akibat', 'relasi', 'kuasa', 'pelaku', 'kejahatan']",Positif
7794,"['seneng', 'banget', 'disahkan', 'kejahatan', 'seksual', 'perempuan']",Positif
7795,"['hadiah', 'perempuan', 'indonesia', 'sah']",Positif
7796,"['predator', 'seksual', 'indonesia', 'krna', 'disahkan']",Positif
7797,"['tindak', 'pidana', 'kekerasan', 'seksual', 'diatur']",Netral
7798,"['perjalanan', 'disahkan', 'uuseneng', 'banget', 'bestie', 'ngerasa', 'aman']",Positif
7799,"['lega', 'banget', 'disahkan', 'lupa', 'baca', 'jenis', 'kekerasan', 'aturannya']",Positif
7800,"['disahkan', 'hadiah', 'kaum', 'perempuan']",Positif
7801,"['sah', 'jokowi', 'meresmikan', 'terimakasih']",Positif
7802,"['teman-teman', 'jokowi', 'meresmikan', 'terimakasih']",Positif
7803,"['ungkapan', 'kebahagiaan', 'publik', 'pengesahan', 'meramaikan', 'lini']",Positif
7804,"['anak', 'anak', 'terlindungi']",Negatif
7805,"['sah', 'kelompok', 'masyarakat', 'sipil', 'terbayar']",Negatif
7806,"['disahkannya', 'hadiah', 'kemajuan', 'bangsa']",Positif
7807,"['pasal', 'korban', 'berhak', 'menerima', 'restitusi', 'alias', 'ganti', 'kerugian']",Negatif
7808,"['disahkannya', 'perlindungan', 'payung', 'hukum', 'kuat', 'harapannya', 'kekerasan', 'menurun', 'korban', 'keadilan', 'penuh']",Negatif
7809,"['undang', 'undang', 'berpihak', 'berperspektif', 'korban']",Positif
7810,"['solusi', 'tindak', 'kekerasan', 'diterima', 'perempuan']",Positif
7811,"['mengatur', 'victim', 'trust', 'dana', 'bantuan', 'korban', 'kompensasi', 'negara', 'korban', 'kekerasan', 'seksual', 'pelaku', 'kekerasan', 'seksual', 'membayar', 'restitusi', 'mantap']",Positif
7812,"['disahkannya', 'harapnnya', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7813,"['ri', 'kompak', 'mengesahkan', 'bagus']",Positif
7814,"['disahkan', 'menunggu', 'hadiah', 'terbaik']",Positif
7815,"['disahkan', 'alhamdulilah', 'perlindungan', 'payung', 'hukum']",Positif
7816,"['disahkannya', 'harapkan', 'payung', 'perlindungan', 'korban', 'kekerasan', 'seksual']",Positif
7817,"['sah', 'jokowi', 'resmikan', 'uuaku', 'lega', 'guysterimakasih']",Netral
7818,"['sah', 'berlaku', 'april', 'kemarin']",Netral
7819,"['sah', 'perempuan', 'terlindungi']",Netral
7820,"['waspada', 'predator', 'sahkan']",Netral
7821,"['resmi', 'disahkan', 'kado', 'terindah', 'bangsa']",Positif
7822,"['pas', 'banget', 'pengesahan', 'bertepatan', 'kartini']",Positif
7823,"['diliat', 'positifnya', 'melindungi', 'perempuan', 'korban', 'kekerasan', 'seksual', 'melawan', 'pasrah', 'menerima', 'penggantian', 'materi', 'pelaku', 'lolos', 'hukuman']",Negatif
7824,"['simak', 'kekerasan', 'sah']",Negatif
7825,"['hadiah', 'terbaik', 'bangsa', 'disahkan']",Positif
7826,"['menteri', 'pppa', 'bintang', 'puspayoga', 'provinsi', 'jawa', 'barat', 'pilot', 'project', 'program', 'sejuta', 'putri', 'brilian', 'perjalanan', 'disahkan']",Positif
7827,"['bebas', 'dibuktikan', 'consent', 'ks', 'sblum', 'kejadian', 'randi', 'diharapkan', 'bareng', 'kuhp', 'mmg', 'tuduhan', 'palsu', 'ngelakuin', 'buktiin', 'terbalik', 'alibi']",Negatif
7828,['aplikasikan'],Netral
7829,"['kbpp', 'polri', 'apresiasi', 'kepemimpinan', 'pengesahan']",Positif
7830,"['lumayan', 'mensahkan', 'kmaren', 'demo', 'rakyatnya', 'problematik']",Negatif
7831,"['perzinaan', 'berujung', 'aborsi', 'masuknya']",Negatif
7832,"['dituntut', 'pakai', 'mbaknya', 'pria', 'korban', 'konsen']",Netral
7833,"['bukti', 'perjuangan', 'menghidupkan', 'semangat', 'kartini']",Positif
7834,"['bilang', 'kekerasan', 'sexual']",Netral
7835,"['disahkan', 'poinpoin', 'dicatat']",Positif
7836,[],Netral
7837,"['adjem', 'pakai']",Netral
7838,"['bilang', 'berangkat', 'pemikiran', 'seksis', 'pengusungnya', 'orangorang', 'lakilaki', 'monster', 'menakutkan', 'penjahat', 'kelamin', 'ngelakuin', 'apapun', 'ngewe', 'sembarangan', 'dihukum', 'jera']",Negatif
7839,"['jengking', 'melindungi', 'korban', 'disahkannya']",Positif
7840,['setuju'],Positif
7841,"['simak', 'poinpoin', 'poin']",Netral
7842,"['dukung', 'pastinya']",Positif
7843,"['ayoe', 'ri', 'terima', 'kasih', 'banget', 'ri', 'mensahkan']",Positif
7844,"['kesal', 'narasi', 'aktivis', 'menyepelekan', 'false', 'accusations', 'disahkan', 'takut', 'wajar', 'lakilaki', 'ruginya', 'hilang', 'nama', 'kerjaan', 'relasi', 'hilang', 'nyawa', 'depresi']",Negatif
7845,"['jujur', 'orang', 'tua', 'relawan', 'pks', 'dimna', 'korban', 'ks', 'mati', 'matian', 'sahkan', 'orang', 'tua', 'melonak', 'mengejudge', 'kabur', 'rumah', 'capek', 'katain', 'ajaran', 'sesat', 'tolong', 'hadehh', 'sick']",Negatif
7846,"['sambut', 'erick', 'terbitkan', 'surat', 'edaran', 'cegah', 'kekerasan', 'pelecehan', 'bumn', 'selengkapnya']",Negatif
7847,"['chintata', 'mantap', 'disahkan']",Positif
7848,"['ininalasan', 'sudut', 'syukur', 'mati', 'matian', 'mengharapkan', 'sahkan', 'debat', 'orang', 'tua', 'kabur', 'rumah']",Positif
7849,"['terimakasih', 'pemerintah', 'sahkan']",Positif
7850,"['melindungi', 'laki', 'laki', 'korban', 'salah', 'tuduh', 'melindungi', 'wanita', 'seakan', 'korban']",Negatif
7851,"['sok', 'define', 'cewek', 'blablabla', 'lupa', 'pas', 'baca', 'kemarin', 'tweet', 'open', 'dituntut', 'hukum', 'mbaknya', 'keberatan']",Netral
7852,"['disahkan', 'paripurna']",Positif
7853,"['salah', 'jenis', 'kekerasa', 'seksual', 'kekerasan', 'seksual', 'berbasis', 'elektronik', 'bentuk', 'kekerasan', 'berbasis', 'gender', 'online']",Netral
7854,"['news', 'disahkan', 'kabar', 'kaum', 'perempuan', 'indonesia', 'payung', 'hukum', 'korban', 'kekerasanpelecehan', 'seksual', 'korban', 'jaminan', 'perlindungan', 'keadilan']",Positif
